INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	SMILES	QSAR_READY_SMILES
57646-30-7	CAS-RN	DTXSID4047543	Furalaxyl	COC(=O)C(C)N(C(=O)C1=CC=CO1)C1=C(C)C=CC=C1C	COC(=O)C(C)N(C(=O)C1=CC=CO1)C1=C(C)C=CC=C1C
57647-13-9	CAS-RN	DTXSID80973228	N~1~-[2-(Diethylamino)ethyl]-N~2~,N~2~-diethyl-N~1~-(3-phenyl-1H-indol-1-yl)ethane-1,2-diamine--hydrogen chloride (1/2)	Cl.Cl.CCN(CC)CCN(CCN(CC)CC)N1C=C(C2=CC=CC=C12)C1=CC=CC=C1	CCN(CC)CCN(CCN(CC)CC)N1C=C(C2=CC=CC=C12)C1=CC=CC=C1
57647-36-6	CAS-RN	DTXSID10973231	N~1~,N~1~-Diethyl-N~2~-methyl-N~2~-(3-phenyl-1H-indol-1-yl)ethane-1,2-diamine--hydrogen chloride (1/1)	Cl.CCN(CC)CCN(C)N1C=C(C2=CC=CC=C12)C1=CC=CC=C1	CCN(CC)CCN(C)N1C=C(C2=CC=CC=C12)C1=CC=CC=C1
57647-53-7	CAS-RN	DTXSID30973238	N~1~-[2-(Dimethylamino)ethyl]-N~2~,N~2~-dimethyl-N~1~-(5-methyl-3-phenyl-1H-indol-1-yl)ethane-1,2-diamine--hydrogen chloride (1/2)	Cl.Cl.CN(C)CCN(CCN(C)C)N1C=C(C2=C1C=CC(C)=C2)C1=CC=CC=C1	CN(C)CCN(CCN(C)C)N1C=C(C2=C1C=CC(C)=C2)C1=CC=CC=C1
57647-79-7	CAS-RN	DTXSID40206347	Benclonidine	ClC1=CC=CC(Cl)=C1NC1=NCCN1C(=O)C1=CC=CC=C1	ClC1=CC=CC(Cl)=C1NC1=NCCN1C(=O)C1=CC=CC=C1
57648-21-2	CAS-RN	DTXSID9023673	Timiperone	FC1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)N1C(=S)NC2=C1C=CC=C2	FC1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)N1C(=S)NC2=C1C=CC=C2
57653-85-7	CAS-RN	DTXSID0023824	1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin	ClC1=CC2=C(OC3=CC(Cl)=C(Cl)C(Cl)=C3O2)C(Cl)=C1Cl	ClC1=CC2=C(OC3=CC(Cl)=C(Cl)C(Cl)=C3O2)C(Cl)=C1Cl
5766-48-3	CAS-RN	DTXSID10973251	1-(2-Chloroethyl)-3-(diphenylmethyl)piperidine--hydrogen chloride (1/1)	Cl.ClCCN1CCCC(C1)C(C1=CC=CC=C1)C1=CC=CC=C1	ClCCN1CCCC(C1)C(C1=CC=CC=C1)C1=CC=CC=C1
5766-67-6	CAS-RN	DTXSID9027603	(Ethylenedinitrilo)tetraacetonitrile	N#CCN(CCN(CC#N)CC#N)CC#N	N#CCN(CCN(CC#N)CC#N)CC#N
5766-76-7	NO_MATCH	-	-	-	-
57665-49-3	CAS-RN	DTXSID80973263	N~1~-[5-Chloro-3-(4-chlorophenyl)-1H-indol-1-yl]-N~1~-[2-(diethylamino)ethyl]-N~2~,N~2~-diethylethane-1,2-diamine--hydrogen chloride (1/2)	Cl.Cl.CCN(CC)CCN(CCN(CC)CC)N1C=C(C2=C1C=CC(Cl)=C2)C1=CC=C(Cl)C=C1	CCN(CC)CCN(CCN(CC)CC)N1C=C(C2=C1C=CC(Cl)=C2)C1=CC=C(Cl)C=C1
577-11-7	CAS-RN	DTXSID8022959	Docusate sodium	[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O	CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(O)(=O)=O
577-59-3	CAS-RN	DTXSID6025723	2-Nitroacetophenone	CC(=O)C1=CC=CC=C1[N+]([O-])=O	CC(=O)C1=CC=CC=C1[N+]([O-])=O
577-91-3	CAS-RN	DTXSID6046131	Iodoalphionic acid	OC(=O)C(CC1=CC(I)=C(O)C(I)=C1)C1=CC=CC=C1	OC(=O)C(CC1=CC(I)=C(O)C(I)=C1)C1=CC=CC=C1
57726-65-5	CAS-RN	DTXSID80206427	Nufenoxole	[H]C12CCC([H])(CC1)N(CCC(C1=NN=C(C)O1)(C1=CC=CC=C1)C1=CC=CC=C1)C2	[H]C12CCC([H])(CC1)N(CCC(C1=NN=C(C)O1)(C1=CC=CC=C1)C1=CC=CC=C1)C2
57729-86-9	CAS-RN	DTXSID7073567	2,4-Dinitro-N-(2,4,6-tribromophenyl)-6-(trifluoromethyl)aniline	[O-][N+](=O)C1=CC(=C(NC2=C(Br)C=C(Br)C=C2Br)C(=C1)C(F)(F)F)[N+]([O-])=O	[O-][N+](=O)C1=CC(=C(NC2=C(Br)C=C(Br)C=C2Br)C(=C1)C(F)(F)F)[N+]([O-])=O
5778-80-3	CAS-RN	DTXSID40973360	7-Methoxy-1,3,4,10-tetrahydroacridin-9(2H)-imine	COC1=CC2=C(NC3=C(CCCC3)C2=N)C=C1	COC1=CC2=C(C=C1)N=C1CCCCC1C2=N
57781-14-3	CAS-RN	DTXSID30206477	Halopredone acetate	CC(=O)OCC(=O)[C@]1(CC[C@H]2[C@@H]3C[C@@H](F)C4=CC(=O)C(Br)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(C)=O	CC(=O)OCC(=O)C1(CCC2C3CC(F)C4=CC(=O)C(Br)=CC4(C)C3(F)C(O)CC12C)OC(C)=O
578-54-1	CAS-RN	DTXSID0042242	2-Ethylaniline	CCC1=C(N)C=CC=C1	CCC1=C(N)C=CC=C1
57808-65-8	CAS-RN	DTXSID6040662	Closantel	CC1=CC(C(C#N)C2=CC=C(Cl)C=C2)=C(Cl)C=C1NC(=O)C1=CC(I)=CC(I)=C1O	CC1=CC(C(C#N)C2=CC=C(Cl)C=C2)=C(Cl)C=C1NC(=O)C1=CC(I)=CC(I)=C1O
57808-66-9	CAS-RN	DTXSID1045116	Domperidone	ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=C3C=CC=C4)CC1)C(=O)N2	ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=C3C=CC=C4)CC1)C(=O)N2
5782-83-2	CAS-RN	DTXSID9042461	Tetrahydro-1,3,6-thiadiazepine-2,7-dithione	S=C1NCCNC(=S)S1	S=C1NCCNC(=S)S1
57837-19-1	CAS-RN	DTXSID6024175	Metalaxyl	COCC(=O)N(C(C)C(=O)OC)C1=C(C)C=CC=C1C	COCC(=O)N(C(C)C(=O)OC)C1=C(C)C=CC=C1C
57843-53-5	CAS-RN	DTXSID50866653	Hexanediamide, N1,N1,N6,N6-tetrakis(2-hydroxypropyl)-	CC(O)CN(CC(C)O)C(=O)CCCCC(=O)N(CC(C)O)CC(C)O	CC(O)CN(CC(C)O)C(=O)CCCCC(=O)N(CC(C)O)CC(C)O
57846-34-1	CAS-RN	DTXSID90206559	Malonic acid, ((1-(p-chlorobenzoyl)-5-methoxy-2-methyl-3-indolyl)acetyl)-, diethyl ester	CCOC(=O)C(C(=O)CC1=C(C)N(C(=O)C2=CC=C(Cl)C=C2)C2=C1C=C(OC)C=C2)C(=O)OCC	CCOC(=O)C(C(=O)CC1=C(C)N(C(=O)C2=CC=C(Cl)C=C2)C2=C1C=C(OC)C=C2)C(=O)OCC
57846-35-2	CAS-RN	DTXSID00206560	Malonic acid, ((1-(p-chlorobenzoyl)-5-methoxy-2-methyl-3-indolyl)acetyl)-, dimethyl ester	COC(=O)C(C(=O)CC1=C(C)N(C(=O)C2=CC=C(Cl)C=C2)C2=C1C=C(OC)C=C2)C(=O)OC	COC(=O)C(C(=O)CC1=C(C)N(C(=O)C2=CC=C(Cl)C=C2)C2=C1C=C(OC)C=C2)C(=O)OC
57846-36-3	CAS-RN	DTXSID90973431	Ethyl 2-acetyl-4-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]-3-oxobutanoate	CCOC(=O)C(C(C)=O)C(=O)CC1=C(C)N(C(=O)C2=CC=C(Cl)C=C2)C2=C1C=C(OC)C=C2	CCOC(=O)C(C(C)=O)C(=O)CC1=C(C)N(C(=O)C2=CC=C(Cl)C=C2)C2=C1C=C(OC)C=C2
57846-37-4	CAS-RN	DTXSID50973432	Ethyl 4-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]-2-cyano-3-oxobutanoate	CCOC(=O)C(C#N)C(=O)CC1=C(C)N(C(=O)C2=CC=C(Cl)C=C2)C2=C1C=C(OC)C=C2	CCOC(=O)C(C#N)C(=O)CC1=C(C)N(C(=O)C2=CC=C(Cl)C=C2)C2=C1C=C(OC)C=C2
57852-57-0	CAS-RN	DTXSID0047797	Idarubicin hydrochloride	Cl.C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(C=CC=C1)C3=O)C(C)=O	CC1OC(CC(N)C1O)OC1CC(O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=CC=CC=C1C3=O)C(C)=O
57859-47-9	CAS-RN	DTXSID5047586	Hex-3-en-1-yl 2-methylpropanoate	CCC=CCCOC(=O)C(C)C	CCC=CCCOC(=O)C(C)C
5786-21-0	CAS-RN	DTXSID5022855	Clozapine	CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=C1C=CC=C2	CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=C1C=CC=C2
5787-73-5	CAS-RN	DTXSID40973466	N-Methylheptan-2-amine--hydrogen chloride (1/1)	Cl.CCCCCC(C)NC	CCCCCC(C)NC
57897-49-1	CAS-RN	DTXSID00206606	Pyrrolidine, 1-(2-(4-(2,2-dimethyl-7-methoxy-3-phenyl-2H-1-benzopyran-4-yl)phenoxy)ethyl)-, hydrochloride	Cl.COC1=CC2=C(C=C1)C(C1=CC=C(OCCN3CCCC3)C=C1)=C(C1=CC=CC=C1)C(C)(C)O2	COC1=CC2=C(C=C1)C(C1=CC=C(OCCN3CCCC3)C=C1)=C(C1=CC=CC=C1)C(C)(C)O2
579-56-6	CAS-RN	DTXSID1045328	Isoxsuprine hydrochloride	Cl.CC(COC1=CC=CC=C1)NC(C)C(O)C1=CC=C(O)C=C1	CC(COC1=CC=CC=C1)NC(C)C(O)C1=CC=C(O)C=C1
579-66-8	CAS-RN	DTXSID6027218	2,6-Diethylaniline	CCC1=CC=CC(CC)=C1N	CCC1=CC=CC(CC)=C1N
5790-90-9	CAS-RN	DTXSID00206621	2-Benzoxazolinone, 5-chloro-3-methyl-	CN1C(=O)OC2=C1C=C(Cl)C=C2	CN1C(=O)OC2=C1C=C(Cl)C=C2
5790-91-0	CAS-RN	DTXSID60206622	2-Benzoxazolinone, 5-chloro-3-ethyl-	CCN1C(=O)OC2=C1C=C(Cl)C=C2	CCN1C(=O)OC2=C1C=C(Cl)C=C2
57910-39-1	CAS-RN	DTXSID7073569	2-Propanol, 2-[(1,1-dimethylethyl)azo]-	CC(C)(C)N=NC(C)(C)O	CC(C)(C)N=NC(C)(C)O
57933-19-4	CAS-RN	DTXSID30973511	1-(4-Fluorophenyl)-4-(8-methyl-1,3,4,4a,5,9b-hexahydro-2H-pyrido[4,3-b]indol-2-yl)butan-1-one--hydrogen chloride (1/2)	Cl.Cl.CC1=CC2=C(NC3CCN(CCCC(=O)C4=CC=C(F)C=C4)CC23)C=C1	CC1=CC2=C(NC3CCN(CCCC(=O)C4=CC=C(F)C=C4)CC23)C=C1
5794-23-0	CAS-RN	DTXSID60206642	Etoxeridine hydrochloride	Cl.CCOC(=O)C1(CCN(CCOCCO)CC1)C1=CC=CC=C1	CCOC(=O)C1(CCN(CCOCCO)CC1)C1=CC=CC=C1
57960-19-7	CAS-RN	DTXSID8034297	Acequinocyl	CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)C2=C(C=CC=C2)C1=O	CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)C2=C(C=CC=C2)C1=O
57966-95-7	CAS-RN	DTXSID6032358	Cymoxanil	CCNC(=O)NC(=O)C(=N\OC)\C#N	CCNC(=O)NC(=O)C(=NOC)C#N
57982-78-2	CAS-RN	DTXSID20206709	Budipine	CC(C)(C)N1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1	CC(C)(C)N1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1
58-08-2	CAS-RN	DTXSID0020232	Caffeine	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	CN1C=NC2=C1C(=O)N(C)C(=O)N2C
58-14-0	CAS-RN	DTXSID9021217	Pyrimethamine	CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1	CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1
58-15-1	CAS-RN	DTXSID7020504	4-Dimethylaminoantipyrine	CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1	CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1
58-18-4	CAS-RN	DTXSID1033664	17-Methyltestosterone	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
58-25-3	CAS-RN	DTXSID4046022	Chlordiazepoxide	CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=N(=O)C1	CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=N(=O)C1
58-28-6	CAS-RN	DTXSID9046942	Desipramine hydrochloride	Cl.CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2	CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2
58-32-2	CAS-RN	DTXSID6040668	Dipyridamole	OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO	OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO
58-38-8	CAS-RN	DTXSID7023514	Prochlorperazine	CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1	CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
58-39-9	CAS-RN	DTXSID1023441	Perphenazine	OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1	OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
58-40-2	CAS-RN	DTXSID2023517	Promazine	CN(C)CCCN1C2=CC=CC=C2SC2=C1C=CC=C2	CN(C)CCCN1C2=CC=CC=C2SC2=C1C=CC=C2
58-54-8	CAS-RN	DTXSID3025257	Ethacrynic acid	CCC(=C)C(=O)C1=CC=C(OCC(O)=O)C(Cl)=C1Cl	CCC(=C)C(=O)C1=CC=C(OCC(O)=O)C(Cl)=C1Cl
58-55-9	CAS-RN	DTXSID5021336	Theophylline	CN1C2=C(NC=N2)C(=O)N(C)C1=O	CN1C2=C(NC=N2)C(=O)N(C)C1=O
58-56-0	CAS-RN	DTXSID1040792	Pyridoxine hydrochloride	Cl.CC1=NC=C(CO)C(CO)=C1O	CC1=C(O)C(CO)=C(CO)C=N1
58-63-9	CAS-RN	DTXSID2045993	Inosine	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2O	OCC1OC(C(O)C1O)N1C=NC2=C(O)N=CN=C12
58-71-9	CAS-RN	DTXSID30891362	Cephalothin sodium	[Na+].[H][C@@]1(NC(=O)CC2=CC=CS2)C(=O)N2C(C([O-])=O)=C(COC(C)=O)CS[C@]12[H]	CC(=O)OCC1=C(N2C(SC1)C(NC(=O)CC1=CC=CS1)C2=O)C(O)=O
58-73-1	CAS-RN	DTXSID4022949	Diphenhydramine	CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1	CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
58-74-2	CAS-RN	DTXSID4023418	Papaverine	COC1=CC=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1OC	COC1=CC=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1OC
58-89-9	CAS-RN	DTXSID2020686	Lindane	Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl	ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
58-90-2	CAS-RN	DTXSID9021716	2,3,4,6-Tetrachlorophenol	OC1=C(Cl)C(Cl)=C(Cl)C=C1Cl	OC1=C(Cl)C(Cl)=C(Cl)C=C1Cl
58-93-5	CAS-RN	DTXSID2020713	Hydrochlorothiazide	NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl	NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl
58-94-6	CAS-RN	DTXSID0022800	Chlorothiazide	NS(=O)(=O)C1=CC2=C(C=C1Cl)N=CNS2(=O)=O	NS(=O)(=O)C1=CC2=C(C=C1Cl)N=CNS2(=O)=O
580-48-3	CAS-RN	DTXSID6041765	Chlorazine	CCN(CC)C1=NC(=NC(Cl)=N1)N(CC)CC	CCN(CC)C1=NC(=NC(Cl)=N1)N(CC)CC
5800-19-1	CAS-RN	DTXSID7020891	Metiapine	CN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=C(C)C=C2	CN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=C(C)C=C2
58001-44-8	CAS-RN	DTXSID2022830	Clavulanic acid	[H][C@@]12CC(=O)N1[C@@H](C(O)=O)\C(O2)=C\CO	OCC=C1OC2CC(=O)N2C1C(O)=O
58011-68-0	CAS-RN	DTXSID1058133	Pyrazolynate	CN1N=C(C)C(C(=O)C2=C(Cl)C=C(Cl)C=C2)=C1OS(=O)(=O)C1=CC=C(C)C=C1	CN1N=C(C)C(C(=O)C2=C(Cl)C=C(Cl)C=C2)=C1OS(=O)(=O)C1=CC=C(C)C=C1
58041-19-3	CAS-RN	DTXSID80206765	1,4-Oxathiin, 2,3-dihydro-5,6-diphenyl-	C1CSC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1	C1CSC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
58066-85-6	CAS-RN	DTXSID7045942	Miltefosine	CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C	CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C
58066-96-9	CAS-RN	DTXSID3069221	Ethanol, 2-[ethyl(3-methyl-4-nitrosophenyl)amino]-	CCN(CCO)C1=CC(C)=C(C=C1)N=O	CCN(CCO)C1=CC(C)=C(C=C1)N=O
5807-56-7	CAS-RN	DTXSID40973648	1-[(4-Ethoxy-3-methoxyphenyl)methyl]-6,7-dimethoxy-3-methylisoquinoline--hydrogen chloride (1/1)	Cl.CCOC1=C(OC)C=C(CC2=NC(C)=CC3=CC(OC)=C(OC)C=C23)C=C1	CCOC1=C(OC)C=C(CC2=NC(C)=CC3=CC(OC)=C(OC)C=C23)C=C1
5809-59-6	CAS-RN	DTXSID90973673	2-Hydroxybut-3-enenitrile	OC(C=C)C#N	OC(C=C)C#N
58095-31-1	NO_MATCH	-	-	-	-
581-12-4	CAS-RN	DTXSID80973682	3-Oxoandrost-5-en-17-yl benzoate	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)C1=CC=CC=C1	CC12CCC3C(CC=C4CC(=O)CCC34C)C1CCC2OC(=O)C1=CC=CC=C1
581-89-5	CAS-RN	DTXSID2073198	2-Nitronaphthalene	[O-][N+](=O)C1=CC=C2C=CC=CC2=C1	[O-][N+](=O)C1=CC=C2C=CC=CC2=C1
5810-11-7	CAS-RN	DTXSID1044489	2-Chloro-N,N-dimethyl-3-oxobutanamide	CN(C)C(=O)C(Cl)C(C)=O	CN(C)C(=O)C(Cl)C(C)=O
58100-26-8	CAS-RN	DTXSID70206830	Cysteine hydrazide	NNC(=O)[C@@H](N)CS	NNC(=O)C(N)CS
58138-08-2	CAS-RN	DTXSID8024365	Tridiphane	ClC1=CC(=CC(Cl)=C1)C1(CC(Cl)(Cl)Cl)CO1	ClC1=CC(=CC(Cl)=C1)C1(CC(Cl)(Cl)Cl)CO1
58139-96-1	CAS-RN	DTXSID6073570	Acetonitrile, [[4-(trifluoromethyl)phenyl]azo][[4-(trifluoromethyl)phenyl]hydrazono]-	FC(F)(F)C1=CC=C(NN=C(N=NC2=CC=C(C=C2)C(F)(F)F)C#N)C=C1	FC(F)(F)C1=CC=C(C=C1)N=NC(N=NC1=CC=C(C=C1)C(F)(F)F)C#N
58182-63-1	CAS-RN	DTXSID40206908	Itanoxone	OC(=O)C(=C)CC(=O)C1=CC=C(C=C1)C1=CC=CC=C1Cl	OC(=O)C(=C)CC(=O)C1=CC=C(C=C1)C1=CC=CC=C1Cl
58186-27-9	CAS-RN	DTXSID0040678	Idebenone	COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O	COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O
5823-20-1	CAS-RN	DTXSID50973790	S-[Cyano(phenyl)methyl] O,O-diethyl phosphorodithioate	CCOP(=S)(OCC)SC(C#N)C1=CC=CC=C1	CCOP(=S)(OCC)SC(C#N)C1=CC=CC=C1
5823-25-6	CAS-RN	DTXSID60206965	AI 3-23445	CCOC(=O)COP(=S)(OCC)OCC	CCOC(=O)COP(=S)(OCC)OCC
58243-85-9	CAS-RN	DTXSID7069239	2-Naphthalenecarboxaldehyde, 3-ethyl-5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-	CCC1=CC2=C(C=C1C=O)C(C)(C)CCC2(C)C	CCC1=CC2=C(C=C1C=O)C(C)(C)CCC2(C)C
5825-79-6	CAS-RN	DTXSID20206981	Ethanol, 2-((4-chloro-3,5-xylyl)oxy)-	CC1=CC(OCCO)=CC(C)=C1Cl	CC1=CC(OCCO)=CC(C)=C1Cl
58259-60-2	CAS-RN	DTXSID70973818	O,S-Dimethyl methylphosphonothioate	COP(C)(=O)SC	COP(C)(=O)SC
5826-73-3	CAS-RN	DTXSID8041876	Dimethyl bicyclo[2.2.1]hept-5-ene-2,3-dicarboxylate	COC(=O)C1C2CC(C=C2)C1C(=O)OC	COC(=O)C1C2CC(C=C2)C1C(=O)OC
5826-76-6	CAS-RN	DTXSID1042287	Phosnichlor	COP(=S)(OC)OC1=CC(=C(Cl)C=C1)[N+]([O-])=O	COP(=S)(OC)OC1=CC(=C(Cl)C=C1)[N+]([O-])=O
5826-85-7	CAS-RN	DTXSID40973820	O,O-Dimethyl O-(4-methyl-2-oxo-2H-1-benzopyran-7-yl) phosphorothioate	COP(=S)(OC)OC1=CC2=C(C=C1)C(C)=CC(=O)O2	COP(=S)(OC)OC1=CC2=C(C=C1)C(C)=CC(=O)O2
5826-91-5	CAS-RN	DTXSID40206988	Phosphorothioic acid, O,O-diethyl O-(2-propyl-4-methyl-6-pyrimidyl) ester	CCCC1=CC(OP(=S)(OCC)OCC)=NC(C)=N1	CCCC1=CC(OP(=S)(OCC)OCC)=NC(C)=N1
58262-44-5	NO_MATCH	-	-	-	-
5827-05-4	CAS-RN	DTXSID1058135	IPSP	CCS(=O)CSP(=S)(OC(C)C)OC(C)C	CCS(=O)CSP(=S)(OC(C)C)OC(C)C
583-03-9	CAS-RN	DTXSID4046818	Fenipentol	CCCCC(O)C1=CC=CC=C1	CCCCC(O)C1=CC=CC=C1
583-39-1	CAS-RN	DTXSID9025536	2-Mercaptobenzimidazole	S=C1NC2=CC=CC=C2N1	S=C1NC2=CC=CC=C2N1
583-78-8	CAS-RN	DTXSID7025003	2,5-Dichlorophenol	OC1=CC(Cl)=CC=C1Cl	OC1=CC(Cl)=CC=C1Cl
583-91-5	CAS-RN	DTXSID50862236	Butanoic acid, 2-hydroxy-4-(methylthio)-	CSCCC(O)C(O)=O	CSCCC(O)C(O)=O
58306-30-2	CAS-RN	DTXSID6046898	Febantel	COCC(=O)NC1=C(C=CC(SC2=CC=CC=C2)=C1)N=C(NC(=O)OC)NC(=O)OC	COCC(=O)NC1=C(C=CC(SC2=CC=CC=C2)=C1)N=C(NC(=O)OC)NC(=O)OC
5831-80-1	CAS-RN	DTXSID10884191	9-Octadecenamide, N,N-dibutyl-, (9Z)-	CCCCCCCC\C=C/CCCCCCCC(=O)N(CCCC)CCCC	CCCCCCCCC=CCCCCCCCC(=O)N(CCCC)CCCC
58327-07-4	CAS-RN	DTXSID00973881	3,3,5-Trimethylcyclohexyl (2-chlorophenoxy)acetate	CC1CC(CC(C)(C)C1)OC(=O)COC1=CC=CC=C1Cl	CC1CC(CC(C)(C)C1)OC(=O)COC1=CC=CC=C1Cl
58327-09-6	CAS-RN	DTXSID50874955	Acetic acid, (4-fluorophenoxy)-, 3,3,5-trimethyl	CC1CC(CC(C)(C)C1)OC(=O)COC1=CC=C(F)C=C1	CC1CC(CC(C)(C)C1)OC(=O)COC1=CC=C(F)C=C1
58327-10-9	CAS-RN	DTXSID60973882	3,3,5-Trimethylcyclohexyl (4-iodophenoxy)acetate	CC1CC(CC(C)(C)C1)OC(=O)COC1=CC=C(I)C=C1	CC1CC(CC(C)(C)C1)OC(=O)COC1=CC=C(I)C=C1
58327-11-0	CAS-RN	DTXSID20973883	3,3,5-Trimethylcyclohexyl 2-(4-chlorophenoxy)propanoate	CC(OC1=CC=C(Cl)C=C1)C(=O)OC1CC(C)CC(C)(C)C1	CC(OC1=CC=C(Cl)C=C1)C(=O)OC1CC(C)CC(C)(C)C1
58327-12-1	CAS-RN	DTXSID80973884	3,3,5-Trimethylcyclohexyl 2-(2-chlorophenoxy)propanoate	CC(OC1=CC=CC=C1Cl)C(=O)OC1CC(C)CC(C)(C)C1	CC(OC1=CC=CC=C1Cl)C(=O)OC1CC(C)CC(C)(C)C1
58327-13-2	CAS-RN	DTXSID40973885	3,3,5-Trimethylcyclohexyl 2-(4-fluorophenoxy)propanoate	CC(OC1=CC=C(F)C=C1)C(=O)OC1CC(C)CC(C)(C)C1	CC(OC1=CC=C(F)C=C1)C(=O)OC1CC(C)CC(C)(C)C1
58327-14-3	CAS-RN	DTXSID00973886	3,3,5-Trimethylcyclohexyl 2-[3-(trifluoromethyl)phenoxy]propanoate	CC(OC1=CC=CC(=C1)C(F)(F)F)C(=O)OC1CC(C)CC(C)(C)C1	CC(OC1=CC=CC(=C1)C(F)(F)F)C(=O)OC1CC(C)CC(C)(C)C1
58327-15-4	CAS-RN	DTXSID60973887	3,3,5-Trimethylcyclohexyl 2-(4-chlorophenoxy)-2-methylpropanoate	CC1CC(CC(C)(C)C1)OC(=O)C(C)(C)OC1=CC=C(Cl)C=C1	CC1CC(CC(C)(C)C1)OC(=O)C(C)(C)OC1=CC=C(Cl)C=C1
58327-16-5	CAS-RN	DTXSID20973888	3,3,5-Trimethylcyclohexyl 2-(2-chlorophenoxy)-2-methylpropanoate	CC1CC(CC(C)(C)C1)OC(=O)C(C)(C)OC1=CC=CC=C1Cl	CC1CC(CC(C)(C)C1)OC(=O)C(C)(C)OC1=CC=CC=C1Cl
58327-19-8	CAS-RN	DTXSID80973889	3,3,5-Trimethylcyclohexyl 2-(2-chlorophenoxy)-3-methylbutanoate	CC(C)C(OC1=CC=CC=C1Cl)C(=O)OC1CC(C)CC(C)(C)C1	CC(C)C(OC1=CC=CC=C1Cl)C(=O)OC1CC(C)CC(C)(C)C1
