INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	SMILES	QSAR_READY_SMILES
168152-95-2	CAS-RN	DTXSID20168530	(1,2,4)Triazolo(1,5-a)pyrimidine, 5-(2-methoxyethoxy)-7-propyl-6-((2'-(1H-tetrazol-5-yl)(1,1'-biphenyl)-4-yl)methyl)-	CCCC1=C(CC2=CC=C(C=C2)C2=CC=CC=C2C2=NNN=N2)C(OCCOC)=NC2=NC=NN12	CCCC1=C(CC2=CC=C(C=C2)C2=CC=CC=C2C2=NNN=N2)C(OCCOC)=NC2=NC=NN12
168152-96-3	CAS-RN	DTXSID80168531	(1,1'-Biphenyl)-2-carboxamide, 4'-((1,7-dihydro-7-oxo-5-propyl-1,2,4-triazolo(4,3-a)pyrimidin-6-yl)methyl)-	CCCC1=C(CC2=CC=C(C=C2)C2=CC=CC=C2C(N)=O)C(=O)N=C2NN=CN12	CCCC1=C(CC2=CC=C(C=C2)C2=CC=CC=C2C(N)=O)C(=O)N=C2N=NCN12
168153-00-2	CAS-RN	DTXSID40168532	(1,2,4)Triazolo(1,5-a)pyrimidin-5(1H)-one, 7-(hydroxymethyl)-6-((2'-(1H-tetrazol-5-yl)(1,1'-biphenyl)-4-yl)methyl)-	OCC1=C(CC2=CC=C(C=C2)C2=CC=CC=C2C2=NNN=N2)C(=O)N=C2N=CNN12	OCC1=C(CC2=CC=C(C=C2)C2=CC=CC=C2C2=NNN=N2)C(=O)N=C2N=CNN12
168153-01-3	CAS-RN	DTXSID00168533	(1,2,4)Triazolo(1,5-a)pyrimidin-5(1H)-one, 6-((4-(5-bromo-3-(1H-tetrazol-5-yl)-2-furanyl)phenyl)methyl)-7-propyl-	CCCC1=C(CC2=CC=C(C=C2)C2=C(C=C(Br)O2)C2=NNN=N2)C(=O)N=C2N=CNN12	CCCC1=C(CC2=CC=C(C=C2)C2=C(C=C(Br)O2)C2=NNN=N2)C(=O)N=C2N=CNN12
16816-67-4	CAS-RN	DTXSID9046815	Pantethine	CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO	CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO
1682-39-9	CAS-RN	DTXSID60168534	Benzoxazole, 2-amino-5-fluoro-	NC1=NC2=C(O1)C=CC(F)=C2	NC1=NC2=C(O1)C=CC(F)=C2
16846-24-5	CAS-RN	DTXSID8023183	Josamycin	COC1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O	COC1C(CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(C1O)N(C)C)OC(C)=O
1687-61-2	CAS-RN	DTXSID20168595	m-Cresol, 6-ethyl-	CCC1=C(O)C=C(C)C=C1	CCC1=C(O)C=C(C)C=C1
16870-37-4	CAS-RN	DTXSID8048577	Amogastrin	CCC(C)(C)OC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O	CCC(C)(C)OC(=O)NC(CC1=CNC2=CC=CC=C12)C(=O)NC(CCSC)C(=O)NC(CC(O)=O)C(=O)NC(CC1=CC=CC=C1)C(N)=O
1688-71-7	CAS-RN	DTXSID4061884	1-Butanone, 1-(4-aminophenyl)-	CCCC(=O)C1=CC=C(N)C=C1	CCCC(=O)C1=CC=C(N)C=C1
16883-45-7	CAS-RN	DTXSID70937556	N,N,N-Trimethylmethanaminium tetrahydroborate	[BH4-].C[N+](C)(C)C	C[N+](C)(C)C
1689-83-4	CAS-RN	DTXSID8022161	Ioxynil	OC1=C(I)C=C(C=C1I)C#N	OC1=C(I)C=C(C=C1I)C#N
1689-84-5	CAS-RN	DTXSID3022162	Bromoxynil	OC1=C(Br)C=C(C=C1Br)C#N	OC1=C(Br)C=C(C=C1Br)C#N
1689-99-2	CAS-RN	DTXSID7023932	Bromoxynil octanoate	CCCCCCCC(=O)OC1=C(Br)C=C(C=C1Br)C#N	CCCCCCCC(=O)OC1=C(Br)C=C(C=C1Br)C#N
1690-33-1	CAS-RN	DTXSID50937574	1-(2-Chlorophenyl)propyl hydrogen carbonimidate	CCC(OC(O)=N)C1=CC=CC=C1Cl	CCC(OC(O)=N)C1=CC=CC=C1Cl
16930-93-1	CAS-RN	DTXSID3066134	2,4-Hexadienyl butyrate	CCCC(=O)OCC=CC=CC	CCCC(=O)OCC=CC=CC
1695-77-8	CAS-RN	DTXSID9023592	Spectinomycin	CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@@H](O[C@H](C)CC3=O)O[C@@H]2[C@H]1O	CNC1C(O)C(NC)C2OC3(O)C(OC(C)CC3=O)OC2C1O
16958-92-2	CAS-RN	DTXSID9027786	Bis(tridecyl) adipate	CCCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCCC	CCCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCCC
1696-17-9	CAS-RN	DTXSID0051784	N,N-Diethylbenzamide	CCN(CC)C(=O)C1=CC=CC=C1	CCN(CC)C(=O)C1=CC=CC=C1
1696-20-4	CAS-RN	DTXSID9061889	N-Acetylmorpholine	CC(=O)N1CCOCC1	CC(=O)N1CCOCC1
16960-40-0	NO_MATCH	-	-	-	-
16974-11-1	CAS-RN	DTXSID6035524	(Z)-Dodec-9-enyl acetate	CC\C=C/CCCCCCCCOC(C)=O	CCC=CCCCCCCCCOC(C)=O
1698-53-9	CAS-RN	DTXSID60168751	2-Phenyl-4,5-dichloro-3-pyridazinone	ClC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1	ClC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1
1698-60-8	CAS-RN	DTXSID3034872	Chloridazon	NC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1	ClC1C(=N)C=NN(C1=O)C1=CC=CC=C1
17003-79-1	CAS-RN	DTXSID7066142	Ethane, 1,1'-[methylenebis(oxy)]bis[2-fluoro-2,2-dinitro-	[O-][N+](=O)C(F)(COCOCC(F)([N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O	[O-][N+](=O)C(F)(COCOCC(F)([N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
17013-01-3	CAS-RN	DTXSID10168802	Disodium fumarate	[Na+].[Na+].[O-]C(=O)\C=C\C([O-])=O	OC(=O)C=CC(O)=O
17013-35-3	NO_MATCH	-	-	-	-
1702-17-6	CAS-RN	DTXSID9029221	Clopyralid	OC(=O)C1=C(Cl)C=CC(Cl)=N1	OC(=O)C1=C(Cl)C=CC(Cl)=N1
1703-48-6	CAS-RN	DTXSID60168837	Dimabefylline [INN:DCF]	CN(C)C1=CC=C(CN2C=NC3=C2C(=O)N(C)C(=O)N3C)C=C1	CN(C)C1=CC=C(CN2C=NC3=C2C(=O)N(C)C(=O)N3C)C=C1
1703-58-8	CAS-RN	DTXSID6024670	1,2,3,4-Butanetetracarboxylic acid	OC(=O)CC(C(CC(O)=O)C(O)=O)C(O)=O	OC(=O)CC(C(CC(O)=O)C(O)=O)C(O)=O
17040-19-6	CAS-RN	DTXSID4037582	Demeton-S-methylsulphon	CCS(=O)(=O)CCSP(=O)(OC)OC	CCS(=O)(=O)CCSP(=O)(OC)OC
1707-14-8	CAS-RN	DTXSID0047822	Phenmetrazine hydrochloride	Cl.CC1NCCOC1C1=CC=CC=C1	CC1NCCOC1C1=CC=CC=C1
17074-42-9	CAS-RN	DTXSID30937830	N,N-Diethyl-2-[(1-nitroacridin-9(10H)-ylidene)amino]ethan-1-amine--hydrogen chloride (1/2)	Cl.Cl.CCN(CC)CCN=C1C2=CC=CC=C2NC2=C1C(=CC=C2)N(=O)=O	CCN(CC)CC\N=C1/C2=CC=CC=C2NC2=C1C(=CC=C2)[N+]([O-])=O
17074-44-1	CAS-RN	DTXSID90937831	N,N-Diethyl-3-[(1-nitroacridin-9(10H)-ylidene)amino]propan-1-amine--hydrogen chloride (1/2)	Cl.Cl.CCN(CC)CCCN=C1C2=CC=CC=C2NC2=C1C(=CC=C2)N(=O)=O	CCN(CC)CCCNC1=C2C(C=CC=C2[N+]([O-])=O)=NC2=CC=CC=C12
1708-39-0	CAS-RN	DTXSID70937834	(2-Phenyl-1,3-dioxolan-4-yl)methanol	OCC1COC(O1)C1=CC=CC=C1	OCC1COC(O1)C1=CC=CC=C1
17088-72-1	CAS-RN	DTXSID30904724	Penoctonium bromide	[Br-].CCCCCCCC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1	CCCCCCCC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1
1709-50-8	CAS-RN	DTXSID8075120	N,N-Diethylbenzenesulfonamide	CCN(CC)S(=O)(=O)C1=CC=CC=C1	CCN(CC)S(=O)(=O)C1=CC=CC=C1
1709-70-2	CAS-RN	DTXSID6027428	Ionox 330	CC1=C(CC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)C(C)=C(CC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)C(C)=C1CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C	CC1=C(CC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)C(C)=C(CC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)C(C)=C1CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
17090-79-8	CAS-RN	DTXSID4048561	Monensin	CC[C@]1(CC[C@@H](O1)[C@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@H](O2)[C@@H](C)[C@@H](OC)[C@H](C)C(O)=O)O1)[C@@H]1O[C@H](C[C@@H]1C)[C@H]1O[C@@](O)(CO)[C@H](C)C[C@@H]1C	CCC1(CCC(O1)C1(C)CCC2(CC(O)C(C)C(O2)C(C)C(OC)C(C)C(O)=O)O1)C1OC(CC1C)C1OC(O)(CO)C(C)CC1C
17091-21-3	CAS-RN	DTXSID40168971	1,3-Propanediol, 2-(N-ethyl-N-tetradecylamino)-2-methyl-, hydrochloride	Cl.CCCCCCCCCCCCCCN(CC)C(C)(CO)CO	CCCCCCCCCCCCCCN(CC)C(C)(CO)CO
17095-24-8	CAS-RN	DTXSID4027787	2,7-Naphthalenedisulfonic acid, 4-amino-5-hydroxy-3,6-bis[[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]azo]-, tetrasodium salt	[Na+].[Na+].[Na+].[Na+].NC1=C(\N=N\C2=CC=C(C=C2)S(=O)(=O)CCOS([O-])(=O)=O)C(=CC2=C1C(O)=C(\N=N\C1=CC=C(C=C1)S(=O)(=O)CCOS([O-])(=O)=O)C(=C2)S([O-])(=O)=O)S([O-])(=O)=O	NC1=C2C(O)=C(N=NC3=CC=C(C=C3)S(=O)(=O)CCOS(O)(=O)=O)C(=CC2=CC(=C1N=NC1=CC=C(C=C1)S(=O)(=O)CCOS(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O
17109-49-8	CAS-RN	DTXSID7041910	Edifenphos	CCOP(=O)(SC1=CC=CC=C1)SC1=CC=CC=C1	CCOP(=O)(SC1=CC=CC=C1)SC1=CC=CC=C1
1711-06-4	CAS-RN	DTXSID0061905	Benzoyl chloride, 3-methyl-	CC1=CC(=CC=C1)C(Cl)=O	CC1=CC(=CC=C1)C(Cl)=O
1713-12-8	CAS-RN	DTXSID5042112	MCPA-butyl	CCCCOC(=O)COC1=C(C)C=C(Cl)C=C1	CCCCOC(=O)COC1=C(C)C=C(Cl)C=C1
1713-15-1	CAS-RN	DTXSID6041347	2,4-D-isobutyl	CC(C)COC(=O)COC1=C(Cl)C=C(Cl)C=C1	CC(C)COC(=O)COC1=C(Cl)C=C(Cl)C=C1
1713-97-9	CAS-RN	DTXSID00937968	S-(4-Chlorophenyl) O-propan-2-yl (chloromethyl)phosphonodithioate	CC(C)OP(=S)(CCl)SC1=CC=C(Cl)C=C1	CC(C)OP(=S)(CCl)SC1=CC=C(Cl)C=C1
1713-98-0	CAS-RN	DTXSID60937969	S-(4-Chlorophenyl) O-propyl (chloromethyl)phosphonodithioate	CCCOP(=S)(CCl)SC1=CC=C(Cl)C=C1	CCCOP(=S)(CCl)SC1=CC=C(Cl)C=C1
1714-03-0	CAS-RN	DTXSID40937982	S-(4-Fluorophenyl) O-propan-2-yl (chloromethyl)phosphonodithioate	CC(C)OP(=S)(CCl)SC1=CC=C(F)C=C1	CC(C)OP(=S)(CCl)SC1=CC=C(F)C=C1
1715-40-8	CAS-RN	DTXSID6041680	Bromociclen	ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl	ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl
1716-09-2	CAS-RN	DTXSID7057997	Fenthion-ethyl	CCOP(=S)(OCC)OC1=CC(C)=C(SC)C=C1	CCOP(=S)(OCC)OC1=CC(C)=C(SC)C=C1
1717-00-6	CAS-RN	DTXSID2020422	1,1-Dichloro-1-fluoroethane	CC(F)(Cl)Cl	CC(F)(Cl)Cl
1719-53-5	CAS-RN	DTXSID3025043	Diethyldichlorosilane	CC[Si](Cl)(Cl)CC	CC[Si](Cl)(Cl)CC
1719-58-0	CAS-RN	DTXSID5042378	Chloro(dimethyl)vinylsilane	C[Si](C)(Cl)C=C	C[Si](C)(Cl)C=C
17191-84-3	CAS-RN	DTXSID90169190	2-Propanone, 1-(p-chlorophenyl-tert-butyl)amino-	CC(=O)CNC(C)(C)CC1=CC=C(Cl)C=C1	CC(=O)CNC(C)(C)CC1=CC=C(Cl)C=C1
17200-29-2	CAS-RN	DTXSID40169201	Benzoxazole, 5-chloro-	ClC1=CC2=C(OC=N2)C=C1	ClC1=CC2=C(OC=N2)C=C1
17226-75-4	CAS-RN	DTXSID40878402	Khellol Glucoside	COC1=C2C=COC2=CC2=C1C(=O)C=C(CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)O2	COC1=C2C=COC2=CC2=C1C(=O)C=C(COC1OC(CO)C(O)C(O)C1O)O2
17230-87-4	CAS-RN	DTXSID30938125	4-{4-[4-Chloro-3-(trifluoromethyl)phenyl]-4-hydroxypiperidin-1-yl}-1-(4-fluorophenyl)butan-1-one--hydrogen chloride (1/1)	Cl.OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC(=C(Cl)C=C1)C(F)(F)F	OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC(=C(Cl)C=C1)C(F)(F)F
17230-88-5	CAS-RN	DTXSID2022880	Danazol	C[C@]12CC[C@H]3[C@@H](CCC4=CC5=C(C[C@]34C)C=NO5)[C@@H]1CC[C@@]2(O)C#C	CC12CCC3C(CCC4=CC5=C(CC34C)C=NO5)C1CCC2(O)C#C
17233-65-7	NO_MATCH	-	-	-	-
17243-39-9	CAS-RN	DTXSID4022654	Benzoctamine	CNCC12CCC(C3=CC=CC=C13)C1=C2C=CC=C1	CNCC12CCC(C3=CC=CC=C13)C1=C2C=CC=C1
17243-64-0	NO_MATCH	-	-	-	-
172529-93-0	CAS-RN	DTXSID90433242	Dimethyl [2-(2-amino-6-chloro-9H-purin-9-yl)ethyl]propanedioate	COC(=O)C(CCN1C=NC2=C1N=C(N)N=C2Cl)C(=O)OC	COC(=O)C(CCN1C=NC2=C1N=C(N)N=C2Cl)C(=O)OC
17256-39-2	CAS-RN	DTXSID40884886	2-Propanamine, 1-chloro-N,N-dimethyl-, hydrochloride (1:1)	Cl.CC(CCl)N(C)C	CC(CCl)N(C)C
17273-79-9	CAS-RN	DTXSID10635605	Sodium naphthalene-2-carboxylate	[Na+].[O-]C(=O)C1=CC2=CC=CC=C2C=C1	OC(=O)C1=CC=C2C=CC=CC2=C1
17274-12-3	CAS-RN	DTXSID80169381	Benzoic acid, 2,3,5-triiodo-, sodium salt	[Na+].[O-]C(=O)C1=C(I)C(I)=CC(I)=C1	OC(=O)C1=C(I)C(I)=CC(I)=C1
17289-49-5	CAS-RN	DTXSID1046130	Tetridamine	CNC1=C2CCCCC2=NN1C	CNC1=C2CCCCC2=NN1C
17291-84-8	CAS-RN	DTXSID60938239	N-[2-(2,6-Dimethylphenyl)ethyl]carbamimidic acid	CC1=CC=CC(C)=C1CCNC(O)=N	CC1=CC=CC(C)=C1CCNC(O)=N
17291-89-3	CAS-RN	DTXSID50938243	N-[2-(2,5-Dimethylphenyl)ethyl]carbamimidic acid	CC1=CC(CCNC(O)=N)=C(C)C=C1	CC1=CC(CCNC(O)=N)=C(C)C=C1
17292-62-5	CAS-RN	DTXSID9051791	Sodium cyanamide	[Na+].[NH-]C#N	NC#N
17293-03-7	CAS-RN	DTXSID90892072	2,4,6-Trichlorobenzyl chloride	ClCC1=C(Cl)C=C(Cl)C=C1Cl	ClCC1=C(Cl)C=C(Cl)C=C1Cl
173159-57-4	CAS-RN	DTXSID7034753	Foramsulfuron	COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=C(C=CC(NC=O)=C2)C(=O)N(C)C)=N1	COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=C(C=CC(NC=O)=C2)C(=O)N(C)C)=N1
17321-47-0	CAS-RN	DTXSID4027789	O,O-Dimethyl phosphoramidothioate	COP(N)(=S)OC	COP(N)(=S)OC
17321-77-6	CAS-RN	DTXSID3042633	Clomipramine hydrochloride	Cl.CN(C)CCCN1C2=C(CCC3=C1C=C(Cl)C=C3)C=CC=C2	CN(C)CCCN1C2=CC=CC=C2CCC2=CC=C(Cl)C=C12
17329-19-0	NO_MATCH	-	-	-	-
1733-25-1	CAS-RN	DTXSID70883746	Isopropyl tiglate	C\C=C(/C)C(=O)OC(C)C	CC=C(C)C(=O)OC(C)C
17334-68-8	CAS-RN	DTXSID90169599	Isoxazole(3,4-d)pyridazin-7(6H)-one, 3-methyl-4-phenyl-	CC1=C2C(=NO1)C(=O)NN=C2C1=CC=CC=C1	CC1=C2C(N=NC(=O)C2=NO1)C1=CC=CC=C1
17335-06-7	CAS-RN	DTXSID40169605	3-Isoxazolecarboxylic acid, 4-benzoyl-5-methyl-, ethyl ester	CCOC(=O)C1=NOC(C)=C1C(=O)C1=CC=CC=C1	CCOC(=O)C1=NOC(C)=C1C(=O)C1=CC=CC=C1
17351-75-6	CAS-RN	DTXSID0044604	1,4-Bis[(ethenyloxy)methyl]cyclohexane	C=COCC1CCC(COC=C)CC1	C=COCC1CCC(COC=C)CC1
17356-42-2	CAS-RN	DTXSID4037538	Ethion monooxon	CCOP(=O)(OCC)SCSP(=S)(OCC)OCC	CCOP(=O)(OCC)SCSP(=S)(OCC)OCC
173584-44-6	CAS-RN	DTXSID1032690	Indoxacarb	COC(=O)N(C(=O)N1CO[C@]2(CC3=C(C=CC(Cl)=C3)C2=N1)C(=O)OC)C1=CC=C(OC(F)(F)F)C=C1	COC(=O)N(C(=O)N1COC2(CC3=C(C=CC(Cl)=C3)C2=N1)C(=O)OC)C1=CC=C(OC(F)(F)F)C=C1
17364-40-8	CAS-RN	DTXSID40938414	5-Oxo-1,3-diphenyl-4,5-dihydro-1H-pyrazole-4-carbaldehyde	O=CC1C(=O)N(N=C1C1=CC=CC=C1)C1=CC=CC=C1	O=CC1C(=O)N(N=C1C1=CC=CC=C1)C1=CC=CC=C1
17364-41-9	CAS-RN	DTXSID00938415	3-Methyl-5-oxo-1-phenyl-4,5-dihydro-1H-pyrazole-4-carbaldehyde	CC1=NN(C(=O)C1C=O)C1=CC=CC=C1	CC1=NN(C(=O)C1C=O)C1=CC=CC=C1
17369-59-4	CAS-RN	DTXSID7025972	3-Propylidenephthalide	CCC=C1OC(=O)C2=CC=CC=C12	CCC=C1OC(=O)C2=CC=CC=C12
1737-17-3	CAS-RN	DTXSID40169645	Urea, 1-(fluoroacetyl)-3-phenyl-	FCC(=O)NC(=O)NC1=CC=CC=C1	FCC(=O)NC(=O)NC1=CC=CC=C1
1738-25-6	CAS-RN	DTXSID0027432	3-Dimethylaminopropionitrile	CN(C)CCC#N	CN(C)CCC#N
17392-83-5	NO_MATCH	-	-	-	-
1740-11-0	CAS-RN	DTXSID60938451	5-[Hydroxy(phenyl)(pyridin-2-yl)methyl]-2-methyl-8-[phenyl(pyridin-2-yl)methylidene]-3a,4,7,7a-tetrahydro-1H-4,7-methanoisoindole-1,3(2H)-dione	CN1C(=O)C2C3C=C(C(C2C1=O)C3=C(C1=CC=CC=C1)C1=CC=CC=N1)C(O)(C1=CC=CC=C1)C1=CC=CC=N1	CN1C(=O)C2C3C=C(C(C2C1=O)C3=C(C1=CC=CC=C1)C1=CC=CC=N1)C(O)(C1=CC=CC=C1)C1=CC=CC=N1
1740-15-4	CAS-RN	DTXSID20938452	4-[(1,7,7-Trimethylbicyclo[2.2.1]heptan-2-yl)oxy]aniline	CC1(C)C2CCC1(C)C(C2)OC1=CC=C(N)C=C1	CC1(C)C2CCC1(C)C(C2)OC1=CC=C(N)C=C1
1740-19-8	CAS-RN	DTXSID8022163	Dehydroabietic acid	CC(C)C1=CC2=C(C=C1)[C@@]1(C)CCC[C@](C)([C@@H]1CC2)C(O)=O	CC(C)C1=CC2=C(C=C1)C1(C)CCCC(C)(C1CC2)C(O)=O
174063-87-7	CAS-RN	DTXSID20609877	2-Methyl-1,4-phenylene bis{4-[3-(acryloyloxy)propoxy]benzoate}	CC1=C(OC(=O)C2=CC=C(OCCCOC(=O)C=C)C=C2)C=CC(OC(=O)C2=CC=C(OCCCOC(=O)C=C)C=C2)=C1	CC1=C(OC(=O)C2=CC=C(OCCCOC(=O)C=C)C=C2)C=CC(OC(=O)C2=CC=C(OCCCOC(=O)C=C)C=C2)=C1
1741-11-3	CAS-RN	DTXSID30938468	[(Dimethoxyphosphorothioyl)sulfanyl]methyl acetate	COP(=S)(OC)SCOC(C)=O	COP(=S)(OC)SCOC(C)=O
17418-58-5	CAS-RN	DTXSID2025210	C.I. Disperse Red 60	NC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C(O)C=C1OC1=CC=CC=C1	NC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C(O)C=C1OC1=CC=CC=C1
17420-30-3	CAS-RN	DTXSID0038839	2-Amino-5-nitrobenzonitrile	NC1=C(C=C(C=C1)[N+]([O-])=O)C#N	NC1=C(C=C(C=C1)[N+]([O-])=O)C#N
1743-13-1	CAS-RN	DTXSID90169812	Tetraformaltrisazine	C1NNCN2CNNCN12	C1NNCN2CNNCN12
17433-31-7	CAS-RN	DTXSID2024408	1-Acetyl-2-picolinoylhydrazine	CC(=O)NNC(=O)C1=CC=CC=N1	CC(=O)NNC(=O)C1=CC=CC=N1
17433-39-5	CAS-RN	DTXSID50938501	S-{[4-(Aminomethyl)-5-hydroxy-6-methylpyridin-3-yl]methyl} ethanethioate--hydrogen bromide (1/1)	Br.CC(=O)SCC1=C(CN)C(O)=C(C)N=C1	CC(=O)SCC1=C(CN)C(O)=C(C)N=C1
17438-89-0	CAS-RN	DTXSID3029314	1-Decene, dimer	CCCCCCCCC(C)CCCCCCCCC=C	CCCCCCCCC(C)CCCCCCCCC=C
1744-22-5	CAS-RN	DTXSID3045192	6-(Trifluoromethoxy)-2-Benzothiazolamine	NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2	NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
1745-89-7	CAS-RN	DTXSID1061942	4,4'-Isopropylidenebis(2-allylphenol)	CC(C)(C1=CC(CC=C)=C(O)C=C1)C1=CC=C(O)C(CC=C)=C1	CC(C)(C1=CC(CC=C)=C(O)C=C1)C1=CC=C(O)C(CC=C)=C1
17455-13-9	CAS-RN	DTXSID7058626	18-Crown-6	C1COCCOCCOCCOCCOCCO1	C1COCCOCCOCCOCCOCCO1
17455-23-1	CAS-RN	DTXSID70938528	Tetracosahydrodibenzo[b,n][1,4,7,10,13,16,19,22]octaoxacyclotetracosine	C1CCC2OCCOCCOCCOC3CCCCC3OCCOCCOCCOC2C1	C1CCC2OCCOCCOCCOC3CCCCC3OCCOCCOCCOC2C1
1746-01-6	CAS-RN	DTXSID2021315	2,3,7,8-Tetrachlorodibenzo-p-dioxin	ClC1=CC2=C(OC3=C(O2)C=C(Cl)C(Cl)=C3)C=C1Cl	ClC1=CC2=C(OC3=C(O2)C=C(Cl)C(Cl)=C3)C=C1Cl
1746-25-4	CAS-RN	DTXSID70169855	2,4,5-Triiodoimidazole	IC1=NC(I)=C(I)N1	IC1=NC(I)=C(I)N1
1746-81-2	CAS-RN	DTXSID0037576	Monolinuron	CON(C)C(=O)NC1=CC=C(Cl)C=C1	CON(C)C(=O)NC1=CC=C(Cl)C=C1
17471-82-8	CAS-RN	DTXSID00938551	Sulfuric acid--N-[(2,3-dihydro-1,4-benzodioxin-6-yl)methyl]guanidine (1/1)	OS(O)(=O)=O.NC(=N)NCC1=CC2=C(OCCO2)C=C1	NC(N)=NCC1=CC2=C(OCCO2)C=C1
17493-73-1	CAS-RN	DTXSID4073413	2-Chloro-N-isopropoxymethyl-N-2',6'-acetoxylidide	CC(C)OCN(C(=O)CCl)C1=C(C)C=CC=C1C	CC(C)OCN(C(=O)CCl)C1=C(C)C=CC=C1C
1750-46-5	CAS-RN	DTXSID60169920	Benzoxazole, 2-amino-5-chloro-6-hydroxy-	NC1=NC2=CC(Cl)=C(O)C=C2O1	NC1=NC2=CC(Cl)=C(O)C=C2O1
175013-18-0	CAS-RN	DTXSID7032638	Pyraclostrobin	CON(C(=O)OC)C1=C(COC2=NN(C=C2)C2=CC=C(Cl)C=C2)C=CC=C1	CON(C(=O)OC)C1=C(COC2=NN(C=C2)C2=CC=C(Cl)C=C2)C=CC=C1
17511-60-3	CAS-RN	DTXSID8036312	4,7-Methano-1H-inden-6-ol, 3a,4,5,6,7,7a-hexahydro-, propanoate	CCC(=O)OC1CC2CC1C1CC=CC21	CCC(=O)OC1CC2CC1C1CC=CC21
17514-68-0	CAS-RN	DTXSID30604010	7-Chloro-3-methyl-1-benzothiophene	CC1=CSC2=C1C=CC=C2Cl	CC1=CSC2=C1C=CC=C2Cl
17518-47-7	CAS-RN	DTXSID4066208	1-Naphthaleneethanethioamide	NC(=S)CC1=C2C=CC=CC2=CC=C1	NC(=S)CC1=C2C=CC=CC2=CC=C1
1752-30-3	CAS-RN	DTXSID6044480	Acetone thiosemicarbazide	CC(C)=NNC(N)=S	CC(C)N=NC(N)=S
17526-94-2	CAS-RN	DTXSID0044606	3,3'-(4-Methylbenzene-1,3-diyl)bis(1,1-dimethylurea)	CN(C)C(=O)NC1=CC=C(C)C(NC(=O)N(C)C)=C1	CN(C)C(=O)NC1=CC=C(C)C(NC(=O)N(C)C)=C1
1754-49-0	CAS-RN	DTXSID50169979	Phosphonic acid, phenyl-, diethyl ester	CCOP(=O)(OCC)C1=CC=CC=C1	CCOP(=O)(OCC)C1=CC=CC=C1
1754-57-0	CAS-RN	DTXSID20169981	Ethanamine, 2-hydrazino-N,N-dimethyl-	CN(C)CCNN	CN(C)CCNN
1754-58-1	CAS-RN	DTXSID6041846	Diamidafos	CNP(=O)(NC)OC1=CC=CC=C1	CNP(=O)(NC)OC1=CC=CC=C1
